Model, Scenario, Algorithm, Iteration, State, NumberOfParameters,TotalPossibleCombinations,NumberOfFaults,Overlap,SafeValue,Strength,ClassFScore,ClassPrecision,ClassRecall,ExecutionTime,FScore,NumInvalidTests,NumMultipleFaults,NumberOfResults,NumberOfTestCases,NumberOfUniqueTestCases,PctInvalidTests,PctMultipleFaults,Precision,Recall
Random8,S3,FIC_BS,0,COMPLETED,4,256,2,0,0,2,1,1,1,374,1,15,0,2,43,41,0.348837209,0,1,1
Random8,S3,Ala,0,COMPLETED,4,256,2,0,0,2,0.775510204,0.633333333,1,383,0.105263158,13,1,17,33,33,0.393939394,0.03030303,0.058823529,0.5
Random8,S3,IDD,0,COMPLETED,4,256,2,0,0,2,1,1,1,374,1,9,0,2,23,23,0.391304348,0,1,1
Random8,S3,Ben,0,COMPLETED,4,256,2,0,0,2,0.540925267,0.370731707,1,384,0.121212121,13,0,31,25,25,0.52,0,0.064516129,1
Random8,S3,Ict,0,COMPLETED,4,256,2,0,0,2,1,1,1,498,1,15,3,2,38,34,0.394736842,0.078947368,1,1
Random8,S3,Ipog,0,COMPLETED,4,256,2,0,0,2,0.12345679,1,0.065789474,357,0,7,0,5,16,16,0.4375,0,0,0
Random8,S4,Aifl,0,COMPLETED,4,256,3,2,0,4,1,1,1,400,0.044776119,100,0,131,256,256,0.390625,0,0.022900763,1
Random8,S4,IterAifl,0,COMPLETED,4,256,3,2,0,4,1,1,1,398,0.044776119,100,0,131,256,256,0.390625,0,0.022900763,1
Random8,S4,FIC,0,COMPLETED,4,256,3,2,0,4,0.762430939,0.616071429,1,443,0.75,250,0,5,633,256,0.394944708,0,0.6,1
Random8,S4,Csp,0,COMPLETED,4,256,3,2,0,4,0.424615385,0.26953125,1,988,0,100,0,2,256,256,0.390625,0,0,0
Random8,S4,FIC_BS,0,COMPLETED,4,256,3,2,0,4,0.424615385,0.26953125,1,428,0.666666667,255,0,6,656,256,0.388719512,0,0.5,1
Random8,S4,Ala,0,TIME_OUT,4,256,3,2,0,4,,,,,,,,,,,,,,
Random8,S4,IDD,0,COMPLETED,4,256,3,2,0,4,1,1,1,399,1,100,0,3,256,256,0.390625,0,1,1
Random8,S4,Ben,0,COMPLETED,4,256,3,2,0,4,1,1,1,410,0.044776119,100,0,131,256,256,0.390625,0,0.022900763,1
Random8,S4,Ict,0,COMPLETED,4,256,3,2,0,4,1,1,1,1568,1,89,0,3,214,202,0.41588785,0,1,1
Random8,S4,Ipog,0,COMPLETED,4,256,3,2,0,4,1,1,1,389,0.027777778,100,0,69,256,256,0.390625,0,0.014492754,0.333333333
Random8,S5,Aifl,0,COMPLETED,4,256,3,0,0,4,1,1,1,393,0.111111111,100,0,51,256,256,0.390625,0,0.058823529,1
Random8,S5,IterAifl,0,COMPLETED,4,256,3,0,0,4,1,1,1,392,0.111111111,100,0,51,256,256,0.390625,0,0.058823529,1
Random8,S5,FIC,0,COMPLETED,4,256,3,0,0,4,0.452054795,0.292035398,1,403,0.75,158,0,5,433,256,0.364896074,0,0.6,1
Random8,S5,Csp,0,COMPLETED,4,256,3,0,0,4,0.228373702,0.12890625,1,861,0,100,0,2,256,256,0.390625,0,0,0
Random8,S5,FIC_BS,0,COMPLETED,4,256,3,0,0,4,0.228373702,0.12890625,1,424,0.75,175,0,5,484,256,0.361570248,0,0.6,1
Random8,S5,Ala,0,TIME_OUT,4,256,3,0,0,4,,,,,,,,,,,,,,
Random8,S5,IDD,0,COMPLETED,4,256,3,0,0,4,1,1,1,400,1,100,0,3,256,256,0.390625,0,1,1
Random8,S5,Ben,0,COMPLETED,4,256,3,0,0,4,1,1,1,405,0.111111111,100,0,51,256,256,0.390625,0,0.058823529,1
Random8,S5,Ict,0,COMPLETED,4,256,3,0,0,4,1,1,1,1905,1,99,0,3,249,239,0.397590361,0,1,1
Random8,S5,Ipog,0,COMPLETED,4,256,3,0,0,4,1,1,1,386,0.055555556,100,0,33,256,256,0.390625,0,0.03030303,0.333333333
Random8,S0,Aifl,0,COMPLETED,4,256,1,0,0,4,1,1,1,392,1,100,0,1,256,256,0.390625,0,1,1
Random8,S0,IterAifl,0,COMPLETED,4,256,1,0,0,4,1,1,1,392,1,100,0,1,256,256,0.390625,0,1,1
Random8,S0,FIC,0,COMPLETED,4,256,1,0,0,4,1,1,1,381,1,103,0,1,261,256,0.394636015,0,1,1
Random8,S0,Csp,0,COMPLETED,4,256,1,0,0,4,1,1,1,544,1,100,0,1,256,256,0.390625,0,1,1
Random8,S0,FIC_BS,0,COMPLETED,4,256,1,0,0,4,1,1,1,381,1,107,0,1,268,256,0.399253731,0,1,1
Random8,S0,Ala,0,COMPLETED,4,256,1,0,0,4,0,1,0,372,0,100,0,0,256,256,0.390625,0,1,0
Random8,S0,IDD,0,COMPLETED,4,256,1,0,0,4,1,1,1,401,1,100,0,1,256,256,0.390625,0,1,1
Random8,S0,Ben,0,COMPLETED,4,256,1,0,0,4,1,1,1,398,1,100,0,1,256,256,0.390625,0,1,1
Random8,S0,Ict,0,COMPLETED,4,256,1,0,0,4,1,1,1,1649,1,106,0,1,262,256,0.404580153,0,1,1
Random8,S0,Ipog,0,COMPLETED,4,256,1,0,0,4,1,1,1,390,1,100,0,1,256,256,0.390625,0,1,1
Random8,S1,Aifl,0,COMPLETED,4,256,1,0,0,3,1,1,1,394,0.666666667,26,0,2,68,68,0.382352941,0,0.5,1
Random8,S1,IterAifl,0,COMPLETED,4,256,1,0,0,3,1,1,1,398,0.666666667,26,0,2,71,71,0.366197183,0,0.5,1
Random8,S1,FIC,0,COMPLETED,4,256,1,0,0,3,1,1,1,397,1,26,0,1,69,68,0.376811594,0,1,1
Random8,S1,Csp,0,COMPLETED,4,256,1,0,0,3,0.25,0.25,0.25,445,0,25,0,1,64,64,0.390625,0,0,0
Random8,S1,FIC_BS,0,COMPLETED,4,256,1,0,0,3,1,1,1,379,1,28,0,1,74,70,0.378378378,0,1,1
Random8,S1,Ala,0,COMPLETED,4,256,1,0,0,3,0,1,0,383,0,25,0,0,64,64,0.390625,0,1,0
Random8,S1,IDD,0,COMPLETED,4,256,1,0,0,3,1,1,1,402,1,26,0,1,68,68,0.382352941,0,1,1
Random8,S1,Ben,0,COMPLETED,4,256,1,0,0,3,1,1,1,407,1,27,0,1,69,69,0.391304348,0,1,1
Random8,S1,Ict,0,COMPLETED,4,256,1,0,0,3,1,1,1,845,1,31,0,1,85,81,0.364705882,0,1,1
Random8,S1,Ipog,0,COMPLETED,4,256,1,0,0,3,0.4,1,0.25,391,0,25,0,1,64,64,0.390625,0,0,0
Random8,S2,Aifl,0,COMPLETED,4,256,2,2,0,3,1,1,1,408,0.050632911,41,3,77,108,108,0.37962963,0.027777778,0.025974026,1
Random8,S2,IterAifl,0,COMPLETED,4,256,2,2,0,3,1,1,1,398,0.050632911,52,4,77,136,136,0.382352941,0.029411765,0.025974026,1
Random8,S2,FIC,0,COMPLETED,4,256,2,2,0,3,1,1,1,398,0.666666667,55,4,1,144,120,0.381944444,0.027777778,1,0.5
Random8,S2,Csp,0,COMPLETED,4,256,2,2,0,3,1,1,1,450,0.666666667,25,1,1,64,64,0.390625,0.015625,1,0.5
Random8,S2,FIC_BS,0,COMPLETED,4,256,2,2,0,3,1,1,1,395,0.666666667,55,3,1,144,112,0.381944444,0.020833333,1,0.5
Random8,S2,Ala,0,TIME_OUT,4,256,2,2,0,3,,,,,,,,,,,,,,
Random8,S2,IDD,0,COMPLETED,4,256,2,2,0,3,1,1,1,405,0.666666667,25,1,1,66,66,0.378787879,0.015151515,1,0.5
Random8,S2,Ben,0,COMPLETED,4,256,2,2,0,3,0.727272727,0.571428571,1,416,0.050632911,28,1,77,73,73,0.383561644,0.01369863,0.025974026,1
Random8,S2,Ict,0,COMPLETED,4,256,2,2,0,3,1,1,1,628,0.666666667,32,1,1,78,78,0.41025641,0.012820513,1,0.5
Random8,S2,Ipog,0,COMPLETED,4,256,2,2,0,3,0.4,1,0.25,382,0,25,1,16,64,64,0.390625,0.015625,0,0
Random9,S3,Aifl,0,COMPLETED,4,90,2,2,0,3,1,1,1,385,0.266666667,34,1,13,59,59,0.576271186,0.016949153,0.153846154,1
Random9,S3,IterAifl,0,COMPLETED,4,90,2,2,0,3,1,1,1,385,0.266666667,36,1,13,61,61,0.590163934,0.016393443,0.153846154,1
Random9,S3,FIC,0,COMPLETED,4,90,2,2,0,3,1,1,1,376,1,46,1,2,76,57,0.605263158,0.013157895,1,1
Random9,S3,Csp,0,COMPLETED,4,90,2,2,0,3,1,1,1,514,1,25,0,2,46,46,0.543478261,0,1,1
Random9,S3,FIC_BS,0,COMPLETED,4,90,2,2,0,3,1,1,1,380,1,60,0,2,97,63,0.618556701,0,1,1
Random9,S3,Ala,0,TIME_OUT,4,90,2,2,0,3,,,,,,,,,,,,,,
Random9,S3,IDD,0,COMPLETED,4,90,2,2,0,3,1,1,1,388,1,27,0,2,49,49,0.551020408,0,1,1
Random9,S3,Ben,0,COMPLETED,4,90,2,2,0,3,1,1,1,403,0.444444444,33,1,7,57,57,0.578947368,0.01754386,0.285714286,1
Random9,S3,Ict,0,COMPLETED,4,90,2,2,0,3,1,1,1,669,1,32,5,2,60,53,0.533333333,0.083333333,1,1
Random9,S3,Ipog,0,COMPLETED,4,90,2,2,0,3,0.75,1,0.6,378,0,25,0,6,46,46,0.543478261,0,0,0
Random9,S4,Aifl,0,COMPLETED,4,90,3,2,0,4,1,1,1,366,0.068965517,50,1,84,90,90,0.555555556,0.011111111,0.035714286,1
Random9,S4,IterAifl,0,COMPLETED,4,90,3,2,0,4,1,1,1,365,0.068965517,50,1,84,90,90,0.555555556,0.011111111,0.035714286,1
Random9,S4,FIC,0,COMPLETED,4,90,3,2,0,4,0.571428571,0.4,1,390,0.571428571,150,4,4,288,90,0.520833333,0.013888889,0.5,0.666666667
Random9,S4,Csp,0,COMPLETED,4,90,3,2,0,4,1,1,1,520,0.8,50,1,2,90,90,0.555555556,0.011111111,1,0.666666667
Random9,S4,FIC_BS,0,COMPLETED,4,90,3,2,0,4,0.571428571,0.4,1,383,0.571428571,146,4,4,282,90,0.517730496,0.014184397,0.5,0.666666667
Random9,S4,Ala,0,TIME_OUT,4,90,3,2,0,4,,,,,,,,,,,,,,
Random9,S4,IDD,0,COMPLETED,4,90,3,2,0,4,1,1,1,363,0.8,50,1,2,90,90,0.555555556,0.011111111,1,0.666666667
Random9,S4,Ben,0,COMPLETED,4,90,3,2,0,4,1,1,1,381,0.068965517,50,1,84,90,90,0.555555556,0.011111111,0.035714286,1
Random9,S4,Ict,0,COMPLETED,4,90,3,2,0,4,1,1,1,580,0.8,40,0,2,74,69,0.540540541,0,1,0.666666667
Random9,S4,Ipog,0,COMPLETED,4,90,3,2,0,4,1,1,1,348,0.051282051,50,1,36,90,90,0.555555556,0.011111111,0.027777778,0.333333333
Random9,S5,Aifl,0,COMPLETED,4,90,3,2,0,4,1,1,1,361,0.272727273,50,0,19,90,90,0.555555556,0,0.157894737,1
Random9,S5,IterAifl,0,COMPLETED,4,90,3,2,0,4,1,1,1,366,0.272727273,50,0,19,90,90,0.555555556,0,0.157894737,1
Random9,S5,FIC,0,COMPLETED,4,90,3,2,0,4,0.571428571,0.4,1,369,0.75,83,0,5,153,90,0.54248366,0,0.6,1
Random9,S5,Csp,0,COMPLETED,4,90,3,2,0,4,0.235294118,0.133333333,1,575,0,50,0,2,90,90,0.555555556,0,0,0
Random9,S5,FIC_BS,0,COMPLETED,4,90,3,2,0,4,0.235294118,0.133333333,1,373,0.75,108,0,5,192,90,0.5625,0,0.6,1
Random9,S5,Ala,0,TIME_OUT,4,90,3,2,0,4,,,,,,,,,,,,,,
Random9,S5,IDD,0,COMPLETED,4,90,3,2,0,4,0.75,0.6,1,366,0.4,50,0,2,90,90,0.555555556,0,0.5,0.333333333
Random9,S5,Ben,0,COMPLETED,4,90,3,2,0,4,1,1,1,374,0.272727273,50,0,19,90,90,0.555555556,0,0.157894737,1
Random9,S5,Ict,0,COMPLETED,4,90,3,2,0,4,1,1,1,906,1,59,0,3,102,89,0.578431373,0,1,1
Random9,S5,Ipog,0,COMPLETED,4,90,3,2,0,4,1,1,1,344,0.133333333,50,0,12,90,90,0.555555556,0,0.083333333,0.333333333
Random9,S0,Aifl,0,COMPLETED,4,90,1,0,0,2,1,1,1,368,0.4,10,0,4,21,21,0.476190476,0,0.25,1
Random9,S0,IterAifl,0,COMPLETED,4,90,1,0,0,2,1,1,1,385,0.4,13,0,4,26,26,0.5,0,0.25,1
Random9,S0,FIC,0,COMPLETED,4,90,1,0,0,2,1,1,1,371,1,12,0,1,22,21,0.545454545,0,1,1
Random9,S0,Csp,0,COMPLETED,4,90,1,0,0,2,0.25,0.2,0.333333333,401,0,9,0,1,17,17,0.529411765,0,0,0
Random9,S0,FIC_BS,0,COMPLETED,4,90,1,0,0,2,1,1,1,372,1,15,0,1,24,21,0.625,0,1,1
Random9,S0,Ala,0,COMPLETED,4,90,1,0,0,2,0.75,0.6,1,358,0.666666667,10,0,2,19,19,0.526315789,0,0.5,1
Random9,S0,IDD,0,COMPLETED,4,90,1,0,0,2,1,1,1,373,1,12,0,1,21,21,0.571428571,0,1,1
Random9,S0,Ben,0,COMPLETED,4,90,1,0,0,2,1,1,1,378,1,11,0,1,21,21,0.523809524,0,1,1
Random9,S0,Ict,0,COMPLETED,4,90,1,0,0,2,1,1,1,381,1,12,0,1,25,22,0.48,0,1,1
Random9,S0,Ipog,0,COMPLETED,4,90,1,0,0,2,0.285714286,1,0.166666667,355,0,9,0,1,17,17,0.529411765,0,0,0
Random9,S1,Aifl,0,COMPLETED,4,90,1,0,0,3,1,1,1,384,0.4,29,0,4,53,53,0.547169811,0,0.25,1
Random9,S1,IterAifl,0,COMPLETED,4,90,1,0,0,3,1,1,1,382,0.4,31,0,4,55,55,0.563636364,0,0.25,1
Random9,S1,FIC,0,COMPLETED,4,90,1,0,0,3,1,1,1,442,1,34,0,1,61,52,0.557377049,0,1,1
Random9,S1,Csp,0,COMPLETED,4,90,1,0,0,3,1,1,1,436,1,25,0,1,46,46,0.543478261,0,1,1
Random9,S1,FIC_BS,0,COMPLETED,4,90,1,0,0,3,1,1,1,374,1,43,0,1,76,59,0.565789474,0,1,1
Random9,S1,Ala,0,TIME_OUT,4,90,1,0,0,3,,,,,,,,,,,,,,
Random9,S1,IDD,0,COMPLETED,4,90,1,0,0,3,1,1,1,437,1,26,0,1,48,48,0.541666667,0,1,1
Random9,S1,Ben,0,COMPLETED,4,90,1,0,0,3,1,1,1,409,1,30,0,1,54,54,0.555555556,0,1,1
Random9,S1,Ict,0,COMPLETED,4,90,1,0,0,3,1,1,1,602,1,30,0,1,55,52,0.545454545,0,1,1
Random9,S1,Ipog,0,COMPLETED,4,90,1,0,0,3,0.75,1,0.6,400,0,25,0,3,46,46,0.543478261,0,0,0
Random9,S2,Aifl,0,COMPLETED,4,90,2,0,0,4,1,1,1,404,0.266666667,50,0,13,90,90,0.555555556,0,0.153846154,1
Random9,S2,IterAifl,0,COMPLETED,4,90,2,0,0,4,1,1,1,397,0.266666667,50,0,13,90,90,0.555555556,0,0.153846154,1
Random9,S2,FIC,0,COMPLETED,4,90,2,0,0,4,0.518518519,0.35,1,411,0.8,74,0,3,128,90,0.578125,0,0.666666667,1
Random9,S2,Csp,0,COMPLETED,4,90,2,0,0,4,1,1,1,724,1,50,0,2,90,90,0.555555556,0,1,1
Random9,S2,FIC_BS,0,COMPLETED,4,90,2,0,0,4,0.144329897,0.077777778,1,407,0.666666667,83,0,4,144,90,0.576388889,0,0.5,1
Random9,S2,Ala,0,TIME_OUT,4,90,2,0,0,4,,,,,,,,,,,,,,
Random9,S2,IDD,0,COMPLETED,4,90,2,0,0,4,1,1,1,413,1,50,0,2,90,90,0.555555556,0,1,1
Random9,S2,Ben,0,COMPLETED,4,90,2,0,0,4,1,1,1,411,0.266666667,50,0,13,90,90,0.555555556,0,0.153846154,1
Random9,S2,Ict,0,COMPLETED,4,90,2,0,0,4,1,1,1,882,1,58,0,2,100,89,0.58,0,1,1
Random9,S2,Ipog,0,COMPLETED,4,90,2,0,0,4,1,1,1,381,0.222222222,50,0,7,90,90,0.555555556,0,0.142857143,0.5
